initial_alias,converted_alias,name,description,namespace
ENSG00000139239,ENSG00000139239,RPL14P1,ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384],"ARRAYEXPRESS,ENSG"
ENSG00000258117,ENSG00000258117,AC026116.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000255642,ENSG00000255642,PABPC1P4,poly(A) binding protein cytoplasmic 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:8563],"ARRAYEXPRESS,ENSG"
ENSG00000225422,ENSG00000225422,RBMS1P1,RNA binding motif single stranded interacting protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9908],"ARRAYEXPRESS,ENSG"
ENSG00000236946,ENSG00000236946,HNRNPA1P70,heterogeneous nuclear ribonucleoprotein A1 pseudogene 70 [Source:HGNC Symbol;Acc:HGNC:48800],"ARRAYEXPRESS,ENSG"
ENSG00000251695,None,None,None,
ENSG00000257410,ENSG00000257410,AC089984.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000236333,ENSG00000236333,TRHDE-AS1,TRHDE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27471],"ARRAYEXPRESS,ENSG"
ENSG00000257497,ENSG00000257497,AC121761.1,"novel transcript, antisense to GLIPR1","ARRAYEXPRESS,ENSG"
ENSG00000258178,ENSG00000258178,AC016993.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271327,ENSG00000271327,AC010201.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271259,ENSG00000271259,AC010201.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270344,ENSG00000270344,POC1B-AS1,POC1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52949],"ARRAYEXPRESS,ENSG"
ENSG00000258302,ENSG00000258302,AC025034.1,"novel transcript, antisense to ATP2B1","ARRAYEXPRESS,ENSG"
ENSG00000245904,ENSG00000245904,AC025164.2,"novel transcript, antisense to BTG1","ARRAYEXPRESS,ENSG"
ENSG00000205056,ENSG00000205056,LINC02397,long intergenic non-protein coding RNA 2397 [Source:HGNC Symbol;Acc:HGNC:53323],"ARRAYEXPRESS,ENSG"
ENSG00000271382,ENSG00000271382,AC012464.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000258365,ENSG00000258365,AC073655.2,"novel transcript, antisense to PLXNC1","ARRAYEXPRESS,ENSG"
ENSG00000257878,ENSG00000257878,AC007298.2,"novel transcript, antisense to LTA4H","ARRAYEXPRESS,ENSG"
ENSG00000257489,ENSG00000257489,AC010203.1,"TBC1 domain family, member 2B (TBC1D2B) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000257681,ENSG00000257681,AC025265.1,"novel transcript, antisense to STAB2","ARRAYEXPRESS,ENSG"
ENSG00000213442,ENSG00000213442,RPL18AP3,ribosomal protein L18a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31387],"ARRAYEXPRESS,ENSG"
ENSG00000260329,ENSG00000260329,AC007541.1,"novel transcript, antisense to C12orf23","ARRAYEXPRESS,ENSG"
ENSG00000264043,None,None,None,
ENSG00000256262,ENSG00000256262,USP30-AS1,USP30 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40909],"ARRAYEXPRESS,ENSG"
ENSG00000256139,ENSG00000256139,AC007637.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270018,None,None,None,
ENSG00000229186,ENSG00000229186,ADAM1A,ADAM metallopeptidase domain 1A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:187],"ARRAYEXPRESS,ENSG"
ENSG00000226469,ENSG00000226469,ADAM1B,ADAM metallopeptidase domain 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:44366],"ARRAYEXPRESS,ENSG"
ENSG00000271579,ENSG00000271579,AC078880.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000240342,ENSG00000240342,RPS2P5,ribosomal protein S2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:31386],"ARRAYEXPRESS,ENSG"
ENSG00000213144,ENSG00000213144,AC084880.1,PDGFA associated protein 1 (PDAP1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000255857,ENSG00000255857,PXN-AS1,PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123],"ARRAYEXPRESS,ENSG"
ENSG00000261827,None,None,None,
ENSG00000182500,None,None,None,
ENSG00000272849,ENSG00000272849,AC084018.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000256304,None,None,None,
ENSG00000235423,None,None,None,
ENSG00000256092,ENSG00000256092,SBNO1-AS1,SBNO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54355],"ARRAYEXPRESS,ENSG"
ENSG00000247373,ENSG00000247373,TMED2-DT,TMED2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53346],"ARRAYEXPRESS,ENSG"
ENSG00000270028,None,None,None,
ENSG00000250091,ENSG00000250091,DNAH10OS,dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121],"ARRAYEXPRESS,ENSG"
ENSG00000269997,ENSG00000269997,AC068790.3,"novel transcript, sense intronic to CCDC92","ARRAYEXPRESS,ENSG"
ENSG00000214650,ENSG00000214650,AC073592.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000256128,ENSG00000256128,LINC00944,long intergenic non-protein coding RNA 944 [Source:HGNC Symbol;Acc:HGNC:48640],"ARRAYEXPRESS,ENSG"
ENSG00000249926,ENSG00000249926,AC117500.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000256943,ENSG00000256943,AC148477.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000256542,ENSG00000256542,AC148477.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232888,ENSG00000232888,RPS11P5,ribosomal protein S11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36312],"ARRAYEXPRESS,ENSG"
ENSG00000255748,None,None,None,
ENSG00000244155,ENSG00000244155,CYP4F34P,"cytochrome P450 family 4 subfamily F member 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:39953]","ARRAYEXPRESS,ENSG"
ENSG00000226352,ENSG00000226352,PSPC1-AS2,PSPC1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:52951],"ARRAYEXPRESS,ENSG"
ENSG00000233469,ENSG00000233469,ST6GALNAC4P1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39660]","ARRAYEXPRESS,ENSG"
ENSG00000237672,ENSG00000237672,KRR1P1,KRR1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39580],"ARRAYEXPRESS,ENSG"
ENSG00000238286,ENSG00000238286,SLC35E1P1,solute carrier family 35 member E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42046],"ARRAYEXPRESS,ENSG"
ENSG00000233325,ENSG00000233325,MIPEPP3,mitochondrial intermediate peptidase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39458],"ARRAYEXPRESS,ENSG"
ENSG00000226525,ENSG00000226525,RPS7P10,ribosomal protein S7 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39903],"ARRAYEXPRESS,ENSG"
ENSG00000232187,ENSG00000232187,FTH1P7,ferritin heavy chain 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3994],"ARRAYEXPRESS,ENSG"
ENSG00000253771,ENSG00000253771,TPTE2P1,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35196],"ARRAYEXPRESS,ENSG"
ENSG00000203602,None,None,None,
ENSG00000261485,ENSG00000261485,PAN3-AS1,PAN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39932],"ARRAYEXPRESS,ENSG"
ENSG00000213411,ENSG00000213411,RBM22P2,RNA binding motif protein 22 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39695],"ARRAYEXPRESS,ENSG"
ENSG00000230633,None,None,None,
ENSG00000236711,ENSG00000236711,SMAD9-IT1,SMAD9 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:39963],"ARRAYEXPRESS,ENSG"
ENSG00000168852,ENSG00000168852,TPTE2P5,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42356],"ARRAYEXPRESS,ENSG"
ENSG00000176268,ENSG00000176268,CYCSP34,CYCS pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:24408],"ARRAYEXPRESS,ENSG"
ENSG00000179611,ENSG00000179611,DGKZP1,diacylglycerol kinase zeta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39263],"ARRAYEXPRESS,ENSG"
ENSG00000273149,ENSG00000273149,AL138963.4,"novel transcript, antisense to TPT1","ARRAYEXPRESS,ENSG"
ENSG00000170919,ENSG00000170919,TPT1-AS1,TPT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43686],"ARRAYEXPRESS,ENSG"
ENSG00000214455,ENSG00000214455,RCN1P2,reticulocalbin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39204],"ARRAYEXPRESS,ENSG"
ENSG00000225131,ENSG00000225131,PSME2P2,proteasome activator subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30160],"ARRAYEXPRESS,ENSG"
ENSG00000270101,None,None,None,
ENSG00000224892,ENSG00000224892,RPS4XP16,ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365],"ARRAYEXPRESS,ENSG"
ENSG00000231856,ENSG00000231856,AL162377.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000150276,ENSG00000150276,PPIAP26,peptidylprolyl isomerase A pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39271],"ARRAYEXPRESS,ENSG"
ENSG00000136149,ENSG00000136149,RPL13AP25,ribosomal protein L13a pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36981],"ARRAYEXPRESS,ENSG"
ENSG00000238213,ENSG00000238213,TARDBPP2,TAR DNA binding protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39848],"ARRAYEXPRESS,ENSG"
ENSG00000197991,ENSG00000197991,AL592490.1,novel protein,"ARRAYEXPRESS,ENSG"
ENSG00000165659,None,None,None,
ENSG00000228444,ENSG00000228444,AL137244.1,"novel transcript, sense intronic to LMO7","ARRAYEXPRESS,ENSG"
ENSG00000214182,ENSG00000214182,PTMAP5,prothymosin alpha pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9628],"ARRAYEXPRESS,ENSG"
ENSG00000224418,ENSG00000224418,STK24-AS1,STK24 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39935],"ARRAYEXPRESS,ENSG"
ENSG00000260992,ENSG00000260992,DOCK9-DT,DOCK9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43696],"ARRAYEXPRESS,ENSG"
ENSG00000269942,None,None,None,
ENSG00000229152,ENSG00000229152,ANKRD10-IT1,ANKRD10 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:39891],"ARRAYEXPRESS,ENSG"
ENSG00000267868,ENSG00000267868,AL356740.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000235280,ENSG00000235280,MCF2L-AS1,MCF2L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39825],"ARRAYEXPRESS,ENSG"
ENSG00000258768,ENSG00000258768,AL356019.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259001,ENSG00000259001,AL355075.4,ribonuclease P RNA component H1,"ARRAYEXPRESS,ENSG"
ENSG00000258515,ENSG00000258515,AL355075.2,"novel transcript, antisense to OSGEP","ARRAYEXPRESS,ENSG"
ENSG00000211786,ENSG00000211786,TRAV8-2,T cell receptor alpha variable 8-2 [Source:HGNC Symbol;Acc:HGNC:12147],"ARRAYEXPRESS,ENSG"
ENSG00000211789,ENSG00000211789,TRAV12-2,T cell receptor alpha variable 12-2 [Source:HGNC Symbol;Acc:HGNC:12106],"ARRAYEXPRESS,ENSG"
ENSG00000211799,ENSG00000211799,TRAV19,T cell receptor alpha variable 19 [Source:HGNC Symbol;Acc:HGNC:12115],"ARRAYEXPRESS,ENSG"
ENSG00000211829,ENSG00000211829,TRDC,T cell receptor delta constant [Source:HGNC Symbol;Acc:HGNC:12253],"ARRAYEXPRESS,ENSG"
ENSG00000229164,None,None,None,
ENSG00000228313,None,None,None,
ENSG00000270433,ENSG00000270433,H3P37,H3 histone pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:19823],"ARRAYEXPRESS,ENSG"
ENSG00000157306,ENSG00000157306,ZFHX2-AS1,ZFHX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52658],"ARRAYEXPRESS,ENSG"
ENSG00000259321,ENSG00000259321,AL136295.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000258655,ENSG00000258655,ARHGAP5-AS1,ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279],"ARRAYEXPRESS,ENSG"
ENSG00000258704,ENSG00000258704,SRP54-AS1,SRP54 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50643],"ARRAYEXPRESS,ENSG"
ENSG00000259104,ENSG00000259104,PTCSC3,papillary thyroid carcinoma susceptibility candidate 3 [Source:HGNC Symbol;Acc:HGNC:43959],"ARRAYEXPRESS,ENSG"
ENSG00000258844,ENSG00000258844,AL162511.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000258661,ENSG00000258661,AL079303.1,"novel transcript, antisense to PAX9","ARRAYEXPRESS,ENSG"
ENSG00000258998,ENSG00000258998,LINC02302,long intergenic non-protein coding RNA 2302 [Source:HGNC Symbol;Acc:HGNC:53221],"ARRAYEXPRESS,ENSG"
ENSG00000258486,None,None,None,
ENSG00000265150,None,None,None,
ENSG00000258929,None,None,None,
ENSG00000259071,ENSG00000259071,AL359397.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269906,ENSG00000269906,AL606834.1,"novel transcript, sense intronic to SAV1","ARRAYEXPRESS,ENSG"
ENSG00000270062,ENSG00000270062,AL606834.2,"novel transcript, sense intronic to NIN","ARRAYEXPRESS,ENSG"
ENSG00000271075,ENSG00000271075,AL139317.4,golgi membrane protein 1 (GOLM1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000258985,ENSG00000258985,AL352979.2,"novel transcript, antisense to DDHD1","ARRAYEXPRESS,ENSG"
ENSG00000258469,ENSG00000258469,CHMP4BP1,charged multivesicular body protein 4B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43616],"ARRAYEXPRESS,ENSG"
ENSG00000259969,ENSG00000259969,AL049838.1,"novel transcript, overlapping C14orf37","ARRAYEXPRESS,ENSG"
ENSG00000258682,ENSG00000258682,AL132989.1,"novel transcript, sense overlapping PSMA3","ARRAYEXPRESS,ENSG"
ENSG00000258900,ENSG00000258900,HNRNPCP1,heterogeneous nuclear ribonucleoprotein C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20017],"ARRAYEXPRESS,ENSG"
ENSG00000213598,ENSG00000213598,AL049873.1,ribosomal protein L31 (RPL31) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000247287,ENSG00000247287,AL359220.1,"novel transcript, antisense to PRKCH","ARRAYEXPRESS,ENSG"
ENSG00000258926,ENSG00000258926,AL355916.2,"novel transcript, antisense to PRKCH","ARRAYEXPRESS,ENSG"
ENSG00000200693,ENSG00000200693,AL136038.1,None,"ARRAYEXPRESS,ENSG"
ENSG00000234911,ENSG00000234911,TEX21P,"testis expressed 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:35455]","ARRAYEXPRESS,ENSG"
ENSG00000272909,ENSG00000272909,AL122035.2,"novel transcript, antisense to MTHFD1","ARRAYEXPRESS,ENSG"
ENSG00000259078,ENSG00000259078,PTBP1P,polypyrimidine tract binding protein 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:20030],"ARRAYEXPRESS,ENSG"
ENSG00000224861,ENSG00000224861,YBX1P1,Y-box binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8015],"ARRAYEXPRESS,ENSG"
ENSG00000258967,ENSG00000258967,HMGN1P3,high mobility group nucleosome binding domain 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23343],"ARRAYEXPRESS,ENSG"
ENSG00000242071,ENSG00000242071,RPL7AP6,ribosomal protein L7a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19785],"ARRAYEXPRESS,ENSG"
ENSG00000258951,ENSG00000258951,KRT18P7,keratin 18 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:20283],"ARRAYEXPRESS,ENSG"
ENSG00000259146,ENSG00000259146,AC005476.2,"novel transcript, antisense to SIPA1L1","ARRAYEXPRESS,ENSG"
ENSG00000259015,ENSG00000259015,AL442663.4,chromosome 17 open reading frame 98 (C17orf98) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000258376,ENSG00000258376,AC004846.1,"novel transcript, antisense to PAPLN","ARRAYEXPRESS,ENSG"
ENSG00000258944,ENSG00000258944,AC004846.2,"novel transcript, antisense to PAPLN","ARRAYEXPRESS,ENSG"
ENSG00000259065,ENSG00000259065,AC005520.4,"novel transcript, antisense to C14orf43","ARRAYEXPRESS,ENSG"
ENSG00000258559,ENSG00000258559,AC005519.1,"novel transcript, sense overlapping ABCD4","ARRAYEXPRESS,ENSG"
ENSG00000270000,ENSG00000270000,AC005479.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259005,ENSG00000259005,AC005479.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000258769,ENSG00000258769,RAP1AP,"RAP1A, member of RAS oncogene family pseudogene [Source:HGNC Symbol;Acc:HGNC:9856]","ARRAYEXPRESS,ENSG"
ENSG00000258646,ENSG00000258646,AL049780.1,"novel transcript, antisense to EIF2B2","ARRAYEXPRESS,ENSG"
ENSG00000259319,ENSG00000259319,AF111167.2,"novel transcript, antisense to JDP2","ARRAYEXPRESS,ENSG"
ENSG00000259081,ENSG00000259081,AF111169.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000258915,ENSG00000258915,BHLHB9P1,basic helix-loop-helix family member b9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51373],"ARRAYEXPRESS,ENSG"
ENSG00000259167,ENSG00000259167,NMNAT1P1,NMNAT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20024],"ARRAYEXPRESS,ENSG"
ENSG00000258999,None,None,None,
ENSG00000258789,ENSG00000258789,AL162171.1,"novel transcript, antisense to PTPN21","ARRAYEXPRESS,ENSG"
ENSG00000258424,ENSG00000258424,AL512791.1,"novel transcript, antisense to CALM1","ARRAYEXPRESS,ENSG"
ENSG00000260711,ENSG00000260711,AL121839.2,"novel transcript, intronic to CATSPERB","ARRAYEXPRESS,ENSG"
ENSG00000261372,None,None,None,
ENSG00000229645,None,None,None,
ENSG00000258572,ENSG00000258572,AL133467.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000247092,ENSG00000247092,SNHG10,small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510],"ARRAYEXPRESS,ENSG"
ENSG00000187621,ENSG00000187621,TCL6,T cell leukemia/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:13463],"ARRAYEXPRESS,ENSG"
ENSG00000257275,ENSG00000257275,AL139020.1,"novel transcript, antisense to TCL1A","ARRAYEXPRESS,ENSG"
ENSG00000260806,ENSG00000260806,AL163051.1,"novel transcript, antisense to PAPOLA","ARRAYEXPRESS,ENSG"
ENSG00000258702,ENSG00000258702,AL137786.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232573,ENSG00000232573,RPL3P4,ribosomal protein L3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:19805],"ARRAYEXPRESS,ENSG"
ENSG00000234648,ENSG00000234648,AL162151.2,pseudogene similar to part of ribosomal protein L3 (RPL3),"ARRAYEXPRESS,ENSG"
ENSG00000258666,ENSG00000258666,AL157871.4,"novel transcript, antisense to WARS","ARRAYEXPRESS,ENSG"
ENSG00000271780,ENSG00000271780,AL118558.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272444,ENSG00000272444,AL118558.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259515,ENSG00000259515,AL117209.1,"novel transcript, antisense to CDC42BPB","ARRAYEXPRESS,ENSG"
ENSG00000259775,ENSG00000259775,AL138976.2,"novel transcript, antisense to EIF5","ARRAYEXPRESS,ENSG"
ENSG00000260285,ENSG00000260285,AL133367.1,"novel transcript, antisense to TRMT61A","ARRAYEXPRESS,ENSG"
ENSG00000258851,ENSG00000258851,AL139300.2,"novel transcript, antisense to BAG5","ARRAYEXPRESS,ENSG"
ENSG00000246451,ENSG00000246451,AL049840.2,"novel transcript, antisense to KLC1","ARRAYEXPRESS,ENSG"
ENSG00000270108,ENSG00000270108,AL049840.7,"novel transcript, sense intronic to KLC1","ARRAYEXPRESS,ENSG"
ENSG00000269958,ENSG00000269958,AL049840.6,"novel transcript, sense intronic to KLC1","ARRAYEXPRESS,ENSG"
ENSG00000224997,None,None,None,
ENSG00000269963,None,None,None,
ENSG00000258811,ENSG00000258811,AL583810.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000257556,ENSG00000257556,LINC02298,long intergenic non-protein coding RNA 2298 [Source:HGNC Symbol;Acc:HGNC:53216],"ARRAYEXPRESS,ENSG"
ENSG00000257270,ENSG00000257270,AL928654.2,"novel transcript, antisense to MTA1","ARRAYEXPRESS,ENSG"
ENSG00000211890,ENSG00000211890,IGHA2,immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479],"ARRAYEXPRESS,ENSG"
ENSG00000211891,ENSG00000211891,IGHE,immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:HGNC:5522],"ARRAYEXPRESS,ENSG"
ENSG00000211892,ENSG00000211892,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:HGNC:5528],"ARRAYEXPRESS,ENSG"
ENSG00000211893,ENSG00000211893,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526],"ARRAYEXPRESS,ENSG"
ENSG00000253755,ENSG00000253755,IGHGP,immunoglobulin heavy constant gamma P (non-functional) [Source:HGNC Symbol;Acc:HGNC:5529],"ARRAYEXPRESS,ENSG"
ENSG00000253701,None,None,None,
ENSG00000211895,ENSG00000211895,IGHA1,immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478],"ARRAYEXPRESS,ENSG"
ENSG00000211896,ENSG00000211896,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:HGNC:5525],"ARRAYEXPRESS,ENSG"
ENSG00000211897,ENSG00000211897,IGHG3,immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:HGNC:5527],"ARRAYEXPRESS,ENSG"
ENSG00000211898,ENSG00000211898,IGHD,immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480],"ARRAYEXPRESS,ENSG"
ENSG00000211899,ENSG00000211899,IGHM,immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541],"ARRAYEXPRESS,ENSG"
ENSG00000265714,None,None,None,
ENSG00000211900,ENSG00000211900,IGHJ6,immunoglobulin heavy joining 6 [Source:HGNC Symbol;Acc:HGNC:5540],"ARRAYEXPRESS,ENSG"
ENSG00000242472,ENSG00000242472,IGHJ5,immunoglobulin heavy joining 5 [Source:HGNC Symbol;Acc:HGNC:5539],"ARRAYEXPRESS,ENSG"
ENSG00000240041,ENSG00000240041,IGHJ4,immunoglobulin heavy joining 4 [Source:HGNC Symbol;Acc:HGNC:5538],"ARRAYEXPRESS,ENSG"
ENSG00000242887,ENSG00000242887,IGHJ3,immunoglobulin heavy joining 3 [Source:HGNC Symbol;Acc:HGNC:5536],"ARRAYEXPRESS,ENSG"
ENSG00000211904,ENSG00000211904,IGHJ2,immunoglobulin heavy joining 2 [Source:HGNC Symbol;Acc:HGNC:5534],"ARRAYEXPRESS,ENSG"
ENSG00000211905,ENSG00000211905,IGHJ1,immunoglobulin heavy joining 1 [Source:HGNC Symbol;Acc:HGNC:5532],"ARRAYEXPRESS,ENSG"
ENSG00000244620,ENSG00000244620,AC246787.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000211923,ENSG00000211923,IGHD3-10,immunoglobulin heavy diversity 3-10 [Source:HGNC Symbol;Acc:HGNC:5495],"ARRAYEXPRESS,ENSG"
ENSG00000211930,ENSG00000211930,IGHD3-3,immunoglobulin heavy diversity 3-3 [Source:HGNC Symbol;Acc:HGNC:5498],"ARRAYEXPRESS,ENSG"
ENSG00000211933,ENSG00000211933,IGHV6-1,immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:HGNC:5662],"ARRAYEXPRESS,ENSG"
ENSG00000225200,ENSG00000225200,AC246787.1,ribosomal protein S8 (RPS8) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000211934,ENSG00000211934,IGHV1-2,immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:HGNC:5550],"ARRAYEXPRESS,ENSG"
ENSG00000211935,ENSG00000211935,IGHV1-3,immunoglobulin heavy variable 1-3 [Source:HGNC Symbol;Acc:HGNC:5552],"ARRAYEXPRESS,ENSG"
ENSG00000211936,None,None,None,
ENSG00000211937,ENSG00000211937,IGHV2-5,immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:HGNC:5576],"ARRAYEXPRESS,ENSG"
ENSG00000211938,ENSG00000211938,IGHV3-7,immunoglobulin heavy variable 3-7 [Source:HGNC Symbol;Acc:HGNC:5620],"ARRAYEXPRESS,ENSG"
ENSG00000211939,None,None,None,
ENSG00000211940,None,None,None,
ENSG00000211941,ENSG00000211941,IGHV3-11,immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5580],"ARRAYEXPRESS,ENSG"
ENSG00000211942,ENSG00000211942,IGHV3-13,immunoglobulin heavy variable 3-13 [Source:HGNC Symbol;Acc:HGNC:5581],"ARRAYEXPRESS,ENSG"
ENSG00000253709,ENSG00000253709,IGHV1-14,immunoglobulin heavy variable 1-14 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5547],"ARRAYEXPRESS,ENSG"
ENSG00000211943,ENSG00000211943,IGHV3-15,immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5582],"ARRAYEXPRESS,ENSG"
ENSG00000254046,ENSG00000254046,IGHV1-17,immunoglobulin heavy variable 1-17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5548],"ARRAYEXPRESS,ENSG"
ENSG00000211945,ENSG00000211945,IGHV1-18,immunoglobulin heavy variable 1-18 [Source:HGNC Symbol;Acc:HGNC:5549],"ARRAYEXPRESS,ENSG"
ENSG00000211946,ENSG00000211946,IGHV3-20,immunoglobulin heavy variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5585],"ARRAYEXPRESS,ENSG"
ENSG00000211947,ENSG00000211947,IGHV3-21,immunoglobulin heavy variable 3-21 [Source:HGNC Symbol;Acc:HGNC:5586],"ARRAYEXPRESS,ENSG"
